BP CODE,NTW #,PROVIDER NAME,REGION,CITY,DISTRICT,TYPE,NTW 1,NTW 2,NTW 3,NTW 4,NTW 5,NTW 6,NTW 7,NTW 8,NTW 9,NTW 10,TEL,FAX,المدنة,المنطقة,اسم مقدم الخدمة
96,10,SHAZA MEDICAL COMPLEX-AL MOHAIMEED PREV.,QASSIM,BURAIDA,FAYZIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-5434944,016-3244629,بردة,القصم,مجمع شذى الطبي - المحمد سابقاً
217,10,AL FAIHA GROUP CO.FOR MEDICAL SERVICES,QASSIM,BURAIDA,FAYZIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-3814020,016-3816850,بردة,القصم,مجموعھ شركة الفحاء للخدمات الطبة (برده)
5454,10,FAYHAA MEDICAL COMPLEX 2,QASSIM,BURAIDA,FAYZIYAH,CLINIC,√,√,√,√,√,√,√,√,√,√,016-3855070,016-3817174,بردة,القصم,مجمع الفحاء الطبي(2) ببردة
937,10,AL MAALI MEDICAL GROUP,QASSIM,BURAIDA,BURAIDA,CLINIC,√,√,√,√,√,√,√,√,√,√,016-3838888,016-3855964,بردة,القصم,مجموعة المعالي الطبة
4525,4,KING SAUD HOSPTIAL - ONAIZAH,QASSIM,UNAIZAH,AL MUNTAZAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-3645000,016-3646735,عنزة,القصم,مستشفى الملك سعود بعنزة
1587,6,AL HAYAT HOSPITAL - UNAIZAH (AL WAFAA PREV.),QASSIM,UNAIZAH,MADINA DSITRICT,HOSPITAL,√,√,√,√,√,√,R,R,R,R,016-3636600,016-3634400,عنزة,القصم,مستشفى الحاة الوطني - الوفاء سابقاً
114,8,AL SALAM NATIONAL COMPLEX,QASSIM,UNAIZAH,AL HADA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,016-3610009,016-3621514,عنزة,القصم,مجمع السم الطبي
728,10,MEDICARE POLYCLINIC,QASSIM,UNAIZAH,HADA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-3610000,016-3649945,عنزة,القصم,مجمع الرعاة الطبة
1629,9,AL BARAKAH NATIONAL CO.,QASSIM,UNAIZAH,UNAIZAH,CLINIC,√,√,√,√,√,√,√,√,√,−,016-3651800,016-3622274,عنزة,القصم,شركة البركة اھلي المحدودة
3126,9,AL MAALI MEDICAL CLINIC - UNAYZAH,QASSIM,UNAIZAH,AL FAKHRIYAH,CLINIC,√,√,√,√,√,√,√,√,√,−,016-3633339,016-3632339,عنزة,القصم,مجمع شركة المعالي الطبي (عنزة)
4527,4,RASS GENERAL HOSPITAL,QASSIM,AL RASS,KING KHALID DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-3339996,016-3338199,الرس,القصم,مستشفى الرس العام
5497,8,SHIF ALRASS MEDICAL CENTER,QASSIM,AL RASS,ALQUDS,CLINIC,√,√,√,√,√,√,√,√,−,−,016-3334089,016-3334035,الرس,القصم,مجمع شفاء الرس الطبي
2882,9,FARZA OPTICS - ALRASS,QASSIM,AL RASS,HAMMAM DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,016-3337004,017-2250919,الرس,القصم,محل فرزة للنظارات -الرس
2902,9,INT'L OPTICS HOUSE - AL RASS,QASSIM,AL RASS,MULLA DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,016-3380324,017-2250919,الرس,القصم,بت النظارات الدولي -الرس
1659,10,AL GENAH MEDICAL CLINIC (PREV. BARAKAH),QASSIM,AL RASS,RASS DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-3335500,016-3381591,الرس,القصم,مجمع الجناح الطبي (البركة سابقاً)
4646,4,"EYE,S AL JAWA G. HOSPITAL",QASSIM,"EYE,S AL JAWA",CENTRAL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-3911320,016-3911320,عون الجواء,القصم,مستشفى عون الجواء العام
3176,9,DAWNA MEDICAL CENTER,QASSIM,BADAYA,AL BADAYA,CLINIC,√,√,√,√,√,√,√,√,√,−,016-3326662,016-3326660,البدائع,القصم,مركز داونا الطبي
4526,4,BUKAIRYAH GENERAL HOSPTIAL,QASSIM,AL BEKERIA,AL KHALIDIA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-3350059,016-3350051,البكرة,القصم,مستشفى البكرة العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,QASSIM,AL BEKERIA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,البكرة,القصم,مجموعة صدلات الدواء
645,9,ATTADAWE COMPLEX (AL BEKERIA),QASSIM,AL BEKERIA,BUKAIRIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,016-3351122,016-3358496,البكرة,القصم,مجمع عادات تداوي البكرة
4653,4,HOTAT SUDAYR HOSPITAL,QASSIM,HOTAT SUDAYR,HOTAT SUDAYR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-4431311,016-4431310,حوطھ سدر,القصم,مستشفى حوطة سدر
3998,4,AL DAWAA MEDICAL SERVICES CO.,QASSIM,ARTAWIA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,ارطاوة,القصم,مجموعة صدلات الدواء
1808,9,SHOROOQ AL FAIHA POLYCLINIC,QASSIM,ARTAWIA,ARTAWIA,CLINIC,√,√,√,√,√,√,√,√,√,−,016-4360333,016-4360222,ارطاوة,القصم,مجمع شروق الفحاء الطبي
1744,4,KING KHALID HOSPITAL (MOH) (TABUK),NORTHERN,TABUK,NAHDA DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,014-4279870,تبوك,الشمالة,مستشفى  الملك خالد ( وزارة الصحة ) (تبوك)
4642,4,KING FAHAD G. HOSPITAL,NORTHERN,TABUK,QUDSIYAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-4259000,014-4259001,تبوك,الشمالة,مستشفى الملك فھد التخصصي بتبوك
1740,4,MATERNITY & CHILDREN HOSPITAL (MOH)  (TABUK),NORTHERN,TABUK,FAISALIYAH DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,014-4279870,تبوك,الشمالة,مستشفى الودة واطفال ( وزارة الصحة ) (تبوك)
5382,4,AL ARJAN POLYCLINIC,NORTHERN,TABUK,OLAYA,CLINIC,√,√,√,√,−,−,−,−,−,−,014-4282555,014-4245199,تبوك,الشمالة,مجمع العرجان الطبي
158,6,PRINCE FAHD BIN SULTAN HOSPITAL,NORTHERN,TABUK,ALSULTANAH DISTRICT,HOSPITAL,√,√,√,√,√,√,R,R,R,R,014-4280555,014-4228499,تبوك,الشمالة,مستشفى امر فھد بن سلطان
104,8,AL SHEFA CLINIC (TABUK),NORTHERN,TABUK,SALHIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,014-4224236,014-4236960,تبوك,الشمالة,مجمع الشفاء الطبي
3966,8,MANARET AL MOROJ POLYCLINIC,NORTHERN,TABUK,AL MOROJ,CLINIC,√,√,√,√,√,√,√,√,−,−,014-4293362,014-4210185,تبوك,الشمالة,مجمع منارة المروج الطبي
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,TABUK,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,تبوك,الشمالة,مجموعة صدلات الدواء
97,9,AL DAKHEEL POLYCLINIC,NORTHERN,TABUK,SULAYMANIYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-4242222,014-4281928,تبوك,الشمالة,مجمع الدخل الطبي
2894,9,FARZA OPTICS - TABOUK,NORTHERN,TABUK,KING FAHAD DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,014-4216651,017-2250919,تبوك,الشمالة,محل فرزة للنظارات -تبوك
2913,9,CASTLE OPTICS - TABOUK,NORTHERN,TABUK,SHAWIYAH DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,014-4241870,017-2250919,تبوك,الشمالة,قلعة البصرات للنظارات -تبوك
1695,10,AL AFFARY POLYCLINIC,NORTHERN,TABUK,SULAYMANIYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,014-4222422,014-4225413,تبوك,الشمالة,مجمع العفاري الطبي
1656,10,MABASEM POLYCLINIC,NORTHERN,TABUK,ALSULIMANYA DIS,CLINIC,√,√,√,√,√,√,√,√,√,√,014-4228840,014-4287076,تبوك,الشمالة,مجمع مباسم الطبي
599,10,HEALTH GULF DISPENSARY,NORTHERN,TABUK,FAISALIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,014-4211113,014-4239889,تبوك,الشمالة,مستوصف خلج الصحة
1691,10,NABRAS AL JAZIRA POLYCLINIC,NORTHERN,TABUK,AZIZIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,014-4237009,014-4211490,تبوك,الشمالة,مستوصف نبراس الجزرة الطبي
99,10,TABUK NATIONAL POLYCLINIC,NORTHERN,TABUK,ALMAHRAJAN AREA,CLINIC,√,√,√,√,√,√,√,√,√,√,014-4225545,014-4229990,تبوك,الشمالة,مجمع تبوك اھلي
4531,4,TAIMA GENERAL HOSPITAL,NORTHERN,TAIMA,TAIMA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-4630031,014-4632340,تماء,الشمالة,مستشفى محافظھ تماء
5337,4,HAGEL GENERAL HOSPITAL - MOH,NORTHERN,HAGEL,HAGEL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-4530212,014-4533688,حقل,الشمالة,مستشفى حقل العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,HAGEL,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,حقل,الشمالة,مجموعة صدلات الدواء
2139,9,SHOAA AL AMAL DISPENSARY,NORTHERN,HAGEL,DHAHRA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-4532922,014-4531299,حقل,الشمالة,مجمع شعاع  امل الطبي
5341,4,ALBADAE GENERAL HOSPITAL (MOH),NORTHERN,ALBADAE,AL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-4341219,014-4341219,البدع,الشمالة,مستشفى البدع العام ( وزارة الصحة )
1731,4,DHUBA GENERAL HOSPITAL (MOH),NORTHERN,DHUBA,DHUBA DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,014-4279870,ضباء,الشمالة,مستشفى ضباء العام ( وزارة الصحة )
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,DHUBA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,ضباء,الشمالة,مجموعة صدلات الدواء
4676,9,AL ANSARI OPTICAL - DHUBA,NORTHERN,DHUBA,AL BALAD,CENTER,√,√,√,√,√,√,√,√,√,−,014-4321711,014-4321711,ضباء,الشمالة,انصاري للبصرات - ضباء
1794,10,DHUBA NATIONAL POLYCLINIC,NORTHERN,DHUBA,ALMOQAITE DIS,CLINIC,√,√,√,√,√,√,√,√,√,√,014-4320112,014-4302470,ضباء,الشمالة,مجمع ضباء اھلي
1728,4,KING KHALID HOSPITAL (MOH) (HAIL),NORTHERN,HAIL,MONTAZAH DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-5430699,016-5430699,حائل,الشمالة,مستشفى الملك خالد ( وزارة الصحة ) (حائل)
4975,2,SAUDI GERMAN HOSPITAL - HAIL,NORTHERN,HAIL,AL KHUZAMA,HOSPITAL,√,√,−,−,−,−,−,−,−,−,016-5411111,016-5411111,حائل,الشمالة,مستشفى السعودي الماني - حائل
1743,4,MATERNITY & CHILDREN HOSPITAL (MOH) (HAIL),NORTHERN,HAIL,KING ABDULLAH DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-5351132,016-5351132,حائل,الشمالة,مستشفى الوده واطفال (حائل)
4494,4,AL SHINAN GENERAL HOSPITAL,NORTHERN,HAIL,HAIL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-5202281,016-5202281,حائل,الشمالة,مستشفى الشنان العام
4493,4,HAIL CARDIAC CENTER,NORTHERN,HAIL,AIRPORT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-5335710,016-5335710,حائل,الشمالة,مركز القلب بحائل
5360,4,HAIL GENERAL HOSPITAL - MOH.,NORTHERN,HAIL,HAIL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-5334975,016-5328080,حائل,الشمالة,مستشفى حائل العام
5405,4,KING SALMAN SPECIALIZED HOSPITAL - MOH,NORTHERN,HAIL,HAIL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-2362222,016-2362222,حائل,الشمالة,مستشفى الملك سلمان التخصصي
4388,6,SALAMAT HOSPITAL,NORTHERN,HAIL,AL MUNTAZAH,HOSPITAL,√,√,√,√,√,√,R,R,R,R,016-5366666,016-5368888,حائل,الشمالة,مستشفى سمات
4845,6,ROYAL MEDICAL DENTAL COMPLEX,NORTHERN,HAIL,HAIL,CENTER,√,√,√,√,√,√,−,−,−,−,016-5413333,016-5359666,حائل,الشمالة,مجمع روال الطبي
4844,6,AL MANAR MEDICAL DENTAL COMPLEX,NORTHERN,HAIL,HAIL,CENTER,√,√,√,√,√,√,−,−,−,−,016-5329966,016-5349911,حائل,الشمالة,مجمع المنار الطبي المتخصص اسنان
2369,10,AL AHLY POLYCLINIC,NORTHERN,HAIL,SHARAF ABU NIMER,CLINIC,√,√,√,√,√,√,√,√,√,√,016-5355555,016-5432507,حائل,الشمالة,مجمع اھلي (حائل)
541,8,AL ANWAR HOSPITAL,NORTHERN,HAIL,ALAZIZIAH,HOSPITAL,√,√,√,√,√,√,√,√,R,R,016-5332222,016-5432041,حائل,الشمالة,مستشفى انوار الطبي
4389,10,RAYAN AL SHARQ MEDICAL CLINIC,NORTHERN,HAIL,AL MUNTAZAH,CLINIC,√,√,√,√,√,√,√,√,√,√,016-5432288,016-5431150,حائل,الشمالة,مجمع ران الشرق الطبي العام
102,8,SALAMAT CLINIC (HAIL),NORTHERN,HAIL,JAMEAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,016-5328225,016-5312364,حائل,الشمالة,مستوصف سمات (حائل)
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,HAIL,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,حائل,الشمالة,مجموعة صدلات الدواء
2886,9,FARZA OPTICS - HAIL,NORTHERN,HAIL,KING KHALID DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,016-5433006,017-2250919,حائل,الشمالة,محل فرزة للنظارات -حائل
81,10,NATIONAL CLINIC (HAIL),NORTHERN,HAIL,SHARAF DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-5434944,016-5432292,حائل,الشمالة,مجمع الوطني الطبي (حائل)
706,10,ZAMZAM CLINIC,NORTHERN,HAIL,ALAZIZIA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-5324984,016-5321963,حائل,الشمالة,مجمع زمزم الطبي
988,9,AL NOOR POLYCLINIC,NORTHERN,HAIL,HAIL,CLINIC,√,√,√,√,√,√,√,√,√,−,016-5344440,016-5344390,حائل,الشمالة,مستوصف النور الطبي
4495,4,BAQAA GENERAL HOSPITAL,NORTHERN,BAQAA,BAQAA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,016-5271688,016-5271688,بقعاء,الشمالة,مستشفى بقعاء العام
1921,10,AL LEWAA MEDICAL COMPLEX,NORTHERN,BAQAA,PLAN 316 DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,016-5272111,016-5271133,بقعاء,الشمالة,مجمع عادات اللواء الطبة
4638,4,KING ABDULAZIZ SPECIALIZED HOSPITAL,NORTHERN,SAKAKA,SKAKA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6256060,014-6244266,سكاكا,الشمالة,مستشفى الملك عبدالعزز التخصصي بالجوف
1725,4,PRINCE METEB BIN A.AZIZ ( AL SUDAIRY HOSPITAL PREV.),NORTHERN,SAKAKA,OLD MUKHATTAT DISTRICT,HOSPITAL,√,√,√,√,R,R,R,R,R,R,014-6246012,014-6241133,سكاكا,الشمالة,مستشفى امر متعب بن عبدالعزز ( السدري سابقا )
1729,4,MATERNITY & CHILDREN HOSPITAL (MOH) (JOUF),NORTHERN,SAKAKA,ABDULRAHMAN SUDAIR DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6245429,014-6246075,سكاكا,الشمالة,مستشفى الودة واطفال (الجوف)
5291,4,SAKAKA DENTAL CENTER - MOH,NORTHERN,SAKAKA,AL JAWF,CENTER,√,√,√,√,−,−,−,−,−,−,014-6263010,014-6263010,سكاكا,الشمالة,مركز طب اسنان بسكاكا
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,SAKAKA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,سكاكا,الشمالة,مجموعة صدلات الدواء
137,9,AL HAMAD MEDICAL CLINIC,NORTHERN,SAKAKA,OLD MUKHATTAT DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6248888,014-6249922,سكاكا,الشمالة,مجمع الحمد الطبي
2027,9,AMASS POLYCLINIC COMPLEX,NORTHERN,SAKAKA,ALSHALHOB DIS,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6256565,014-6248087,سكاكا,الشمالة,مجمع اماس الطبي
4533,4,ARAR CENTRAL HOSPTIAL,NORTHERN,ARAR,ARAR,HOSPITAL,√,√,√,√,R,R,R,R,R,R,014-6643291,014-6643291,عرعر,الشمالة,مستشفى عرعر المركزي
4534,4,MATERNITY & CHILDREN HOSPITAL-ARAR,NORTHERN,ARAR,ARAR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6528888,014-6613178,عرعر,الشمالة,مستشفى الودة واطفال - عرعر
4535,4,PRINCE A.AZIZ BIN MUSAAD HOSPITAL-ARAR,NORTHERN,ARAR,ARAR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6628936,014-6628936,عرعر,الشمالة,مستشفى امر عبدالعزز بن مساعد - عرعر
4666,4,PRINCE ABDULAH BIN ABDULAZIZ CARDIAC CENTER,NORTHERN,ARAR,AL MUSAIDYA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6620614,014-6627209,عرعر,الشمالة,مركز امر عبداللھ بن عبدالعزز بن مساعد لطب وجراحة القلب
4667,4,PRINCE ABDULAH BIN ABDULAZIZ DENTAL CENTER,NORTHERN,ARAR,AL SALIHIYAH,CENTER,√,√,√,√,−,−,−,−,−,−,014-6629130,014-6611640,عرعر,الشمالة,مركز امر عبداللھ بن عبدالعزز بن مساعد التخصصي لطب اسنان
1671,8,AL NUKHBA MEDICAL CLINIC,NORTHERN,ARAR,AZIZIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,014-6626051,014-6610570,عرعر,الشمالة,مجمع النخبة الصحة للخدمات الطبة
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,ARAR,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,عرعر,الشمالة,مجموعة صدلات الدواء
846,9,AL KHANANI MEDICAL CLINIC -1,NORTHERN,ARAR,SIDRAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6627068,014-6622114,عرعر,الشمالة,مستوصف الخناني الطبي  -1
2294,10,AMASS POLYCLINIC COMPLEX (ARAR),NORTHERN,ARAR,AZIZIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,014-6256565,014-6248087,عرعر,الشمالة,مجمع اماس الطبي - عرعر
1737,4,QERAYAT GENERAL HOSPITAL (MOH),NORTHERN,AL QURAYAT,HASEEDAH DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,014-6426234,القرات,الشمالة,مستشفى القرات العام ( وزارة الصحة )
4664,4,NSAB GENERAL HOSPITAL,NORTHERN,AL QURAYAT,NSAB,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6780031,014-6780031,القرات,الشمالة,مستشفى شعبة نصاب العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,AL QURAYAT,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,القرات,الشمالة,مجموعة صدلات الدواء
1669,10,DR BADER MEDICAL CENTER,NORTHERN,AL QURAYAT,RAHMANIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,014-6432333,014-6424222,القرات,الشمالة,مجمع الدكتور بدر الطبي
820,9,AL AJAJ CLINIC (QURAYAT),NORTHERN,AL QURAYAT,QURAYAT DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6420011,014-6426633,القرات,الشمالة,مستوصف العجاج الطبي
4665,4,AL AWAGLIYA GENERAL HOSPITAL,NORTHERN,AL AWAGLIYA,AL KHALEEJ,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6690481,014-6690480,العوقلة,الشمالة,مستشفى العوقلة العام
1727,4,TURAIF GENERAL HOSPITAL (MOH),NORTHERN,TURAIF,TURAIF DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,011-4508672,طرف,الشمالة,مستشفى طرف العام ( وزارة الصحة )
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,TURAIF,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,طرف,الشمالة,مجموعة صدلات الدواء
5498,8,BADAR NAJD OPTICAL GROUP,NORTHERN,TURAIF,ALYARMOUK,CENTER,√,√,√,√,√,√,√,√,−,−,013-7223524,013-7223524,طرف,الشمالة,مجموعة بدر نجد للنظارات
5477,9,NOOR MEDICAL CARE,NORTHERN,TURAIF,ALYARMOUK,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6533500,014-6533500,طرف,الشمالة,مجمع نور الرعاة الطبي
3969,10,SULTAN POLYCLINIC CENTER,NORTHERN,TURAIF,AL FAISALIAH,CLINIC,√,√,√,√,√,√,√,√,√,√,014-6523505,014-6523505,طرف,الشمالة,مجمع سلطان جاد الطبي
5479,9,ENAYH TURIF MEDICAL SERVICES COMPLEX,NORTHERN,TURAIF,ALYARMOUK,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6520500,014-6530000,طرف,الشمالة,مجمع عناة طرف للخدمات الطبة
4639,4,DAWMAT AL JANDAL G. HOSPITAL,NORTHERN,DAWMAT AL JANDAL,B AREA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6224660,014-6224660,دومة الجندل,الشمالة,مستشفى دومة الجندل العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,DAWMAT AL JANDAL,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,دومة الجندل,الشمالة,مجموعة صدلات الدواء
4517,4,TABARJAL GENERAL HOSPITAL,NORTHERN,TABARJAL,GREEN PARK,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6286227,014-6280771,طبرجل,الشمالة,مستشفى طبرجل العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,NORTHERN,TABARJAL,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,طبرجل,الشمالة,مجموعة صدلات الدواء
1863,9,GULF FAMILY MEDICAL CENTER,NORTHERN,TABARJAL,TABARJAL,CLINIC,√,√,√,√,√,√,√,√,√,−,014-6288880,014-6288883,طبرجل,الشمالة,مجمع اسرة الخلجة
4536,4,RAFHA GENERAL HOSPITAL,NORTHERN,RAFHAA,RAFHA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-6764201,014-6764201,رفحاء,الشمالة,مستشفى رفحاء العام
